tweetId,tweetDate,tweetText,hashtagList,location,numberRetweets,"userMentions_userName,,,,,,,,,,",tweetSentiment
1026979240330244096,08-07-2018,RT @aorgat: @SteveScalise @USDA Pinocchio: Do you think if you all keep repeating the same BS it becomes real?  Get rid of the tax scam so?,,,2.0,"@aorgat,@SteveScalise,@USDA,,,,,,,,",pos
1026979214400974848,08-07-2018,RT @kevinidge: @SteveScalise @USDA Our economy is booming? Let's see how tariffs negatively affect businesses in the next quarter. Coca-Col?,,,2.0,"@kevinidge,@SteveScalise,@USDA,,,,,,,,",pos
1026979201113616386,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026979184755654657,08-07-2018,"RT @KnowYourObama: @SteveScalise @USDA You've made all of your rich friends happy. Now they can hide their money overseas, commit tax fraud?",,,3.0,"@KnowYourObama,@SteveScalise,@USDA,,,,,,,",neg
1026979144712708096,08-07-2018,RT @write2bheard1: @SteveScalise @USDA Another contender for Great American Liar contest. Believe it or not some of us actually read the EN?,,,5.0,"@write2bheard1,@SteveScalise,@USDA,,,,,,,,",pos
1026979138144485377,08-07-2018,"@skeila @AlanLevinovitz @NutritionWonk @kcklatt @USDA @NutritionWonk - strict Keto? Unrestricted protein?,,,,,,,,,,",,,,,neg
1026979125335011328,08-07-2018,@WhiteHouse @USDA The Trump administration continues to prioritize the opening of new markets for U.S. agricultural? https://t.co/jRPE07SRhM,,,1.0,"@WhiteHouse,@USDA,,,,,,,,,",pos
1026979124126994432,08-07-2018,"RT @SageWithAge: @SteveScalise @USDA THANKS TO PRESIDENT O'BAMA FOR BRINGING US THROUGH ONE OF THE WORST ECONOMIC DISASTERS!  Of course, no?",,,4.0,"@SageWithAge,@SteveScalise,@USDA,,,,,,,",pos
1026979117613424642,08-07-2018,"RT @KnowYourObama: @SteveScalise @USDA Uh, no. that would be Obama's economic policies. trump is putting us in reverse https://t.co/9oyQH3n?",,,9.0,"@KnowYourObama,@SteveScalise,@USDA,,,,,,,",neg
1026979092321587200,08-07-2018,RT @sjapaddock: @SteveScalise @USDA I don?t know anyone who is better off. Open your eyes! No one can be this blind.,,,1.0,"@sjapaddock,@SteveScalise,@USDA,,,,,,,,",neg
1026979074227548163,08-07-2018,"RT @EEmersonWhite: @SteveScalise @USDA My rates went _way_ up this year, and my deductible is almost ten times higher, making the insurance?",,,14.0,"@EEmersonWhite,@SteveScalise,@USDA,,,,,,",neg
1026979067545804800,08-07-2018,@WhiteHouse @USDA @realDonaldTrump @POTUS @WhiteHouse @VP @KellyannePolls What's your input about Judicial Watch?,,,0.0,"@WhiteHouse,@USDA,@realDonaldTrump,@POTUS,@WhiteHouse,@VP,@KellyannePolls,,,,",pos
1026979046213730307,08-07-2018,@SteveScalise @USDA By ballooning the deficit and deregulating banks? Sounds like a pending recipe for disaster. Wh? https://t.co/sNgMdO4c7q,,,5.0,"@SteveScalise,@USDA,,,,,,,,,",pos
1026979032603095041,08-07-2018,RT @hanae_56_20: @SteveScalise @USDA  https://t.co/u724zktlTo,,,2.0,"@hanae_56_20,@SteveScalise,@USDA,,,,,,,,",neg
1026979017696661504,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026979006657130496,08-07-2018,"This is why the @USDA exists, guys.,,,,,,,,,",,,,,neg
1026978990198730753,08-07-2018,RT @chrisgtaylor: @SteveScalise @USDA  https://t.co/B6mpE3sIO0,,,5.0,"@chrisgtaylor,@SteveScalise,@USDA,,,,,,,,",neg
1026978968241467392,08-07-2018,RT @tfemaker: @SteveScalise @USDA Yet BLS statistics indicate hourly workers have seen a 0.2% reduction in REAL WAGES in the last 12 months?,,,4.0,"@tfemaker,@SteveScalise,@USDA,,,,,,,,",neg
1026978961387970560,08-07-2018,"@SteveScalise @RealCharlesMoon @USDA @SteveScalise Imagine if we get refugees to STOP and illegals using SNAP,  we? https://t.co/0mXXkUJmwZ",,,4.0,"@SteveScalise,@RealCharlesMoon,@USDA,@SteveScalise,,,,,,",pos
1026978960331169792,08-07-2018,@SteveScalise @USDA Ins went up. Deductible way too high. Meds too high. Your tweet is delusional and out of touch with reality.,,,1.0,"@SteveScalise,@USDA,,,,,,,,,",neg
1026978876981800961,08-07-2018,RT @macgowans: @SteveScalise @USDA You LIE. My family's going bankrupt due directly to @GOP decimation of affordable healthcare. No doctors?,,,14.0,"@macgowans,@SteveScalise,@USDA,@GOP,,,,,,,",neg
1026978861228015616,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026978829678469121,08-07-2018,"RT @EEmersonWhite: @SteveScalise @USDA My rates went _way_ up this year, and my deductible is almost ten times higher, making the insurance?",,,14.0,"@EEmersonWhite,@SteveScalise,@USDA,,,,,,",neg
1026978812074971136,08-07-2018,"RT @Starphoenix26: @SteveScalise @USDA keep deluding yourself with these policies and you will permanently damage the US economy.,,,,,,,,,,",,,,,neg
1026978747097001985,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026978691002368000,08-07-2018,@SteveScalise @USDA Stocks doing nicely too! MAGA ??,,,0.0,"@SteveScalise,@USDA,,,,,,,,,",pos
1026978690788470784,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026978667451310082,08-07-2018,@SteveScalise @USDA Pinocchio: Do you think if you all keep repeating the same BS it becomes real?  Get rid of the? https://t.co/BpWVa1S1Vp,,,2.0,"@SteveScalise,@USDA,,,,,,,,,",pos
1026978608236187648,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026978584764678145,08-07-2018,@SteveScalise @USDA Lies are all you Nazis have,,,0.0,"@SteveScalise,@USDA,,,,,,,,,",pos
1026978573486305280,08-07-2018,"RT @SageWithAge: @SteveScalise @USDA THANKS TO PRESIDENT O'BAMA FOR BRINGING US THROUGH ONE OF THE WORST ECONOMIC DISASTERS!  Of course, no?",,,4.0,"@SageWithAge,@SteveScalise,@USDA,,,,,,,",pos
1026978552250617856,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026978516993232896,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026978493119254528,08-07-2018,@kcklatt @NutritionWonk @AlanLevinovitz @USDA Good to know - will correct that! ?,,,0.0,"@kcklatt,@NutritionWonk,@AlanLevinovitz,@USDA,,,,,,,",pos
1026978324235673600,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026978303851282432,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026978297073295361,08-07-2018,"@skeila @NutritionWonk @AlanLevinovitz @USDA Just a note: I'm doing the vegetarian version, definitely not vegan!! Relying heavily on cheese",,,0.0,"@skeila,@NutritionWonk,@AlanLevinovitz,@USDA,,,,,,",pos
1026978288063971329,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026978287514472448,08-07-2018,@WhiteHouse @USDA That should solve all the trade problems. What'd you have to pay them to get them to do that?,,,0.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026978164528971777,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026978109604724736,08-07-2018,@SteveScalise @USDA Tell that to Puerto Rico.,,,1.0,"@SteveScalise,@USDA,,,,,,,,,",neg
1026978092701691905,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026978070513811458,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026978047549952000,08-07-2018,@WhiteHouse @USDA So a small African nation will offset the lost pf produce sold to China and Europe??? This os Tru? https://t.co/2ejWENnCEc,,,0.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026978022308700160,08-07-2018,"@globalsocialm2 @DrunDave @WhiteHouse @USDA This guy has the same response for everything. An idiot, on repeat.",,,0.0,"@globalsocialm2,@DrunDave,@WhiteHouse,@USDA,,,,,,",neg
1026977858277785600,08-07-2018,"RT @EEmersonWhite: @SteveScalise @USDA My rates went _way_ up this year, and my deductible is almost ten times higher, making the insurance?",,,14.0,"@EEmersonWhite,@SteveScalise,@USDA,,,,,,",neg
1026977843547320320,08-07-2018,@SteveScalise @USDA You LIE. My family's going bankrupt due directly to @GOP decimation of affordable healthcare. N? https://t.co/8iSm5wfAWZ,,,14.0,"@SteveScalise,@USDA,@GOP,,,,,,,,",pos
1026977802602590208,08-07-2018,@SteveScalise @USDA #wrongagainSteve,#wrongagainSteve,,1.0,"@SteveScalise,@USDA,,,,,,,,,",neg
1026977788950020096,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026977742083039234,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026977694909714432,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026977685946474502,08-07-2018,@SteveScalise @USDA You mean forced off food stamps. I hope you lose your position this year.,,,1.0,"@SteveScalise,@USDA,,,,,,,,,",neg
1026977680527425536,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026977631508615168,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026977623816265729,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026977576374362112,08-07-2018,@SteveScalise @USDA Another contender for Great American Liar contest. Believe it or not some of us actually read t? https://t.co/PNaxVIhWDk,,,5.0,"@SteveScalise,@USDA,,,,,,,,,",pos
1026977541280747520,08-07-2018,RT @tfemaker: @SteveScalise @USDA Yet BLS statistics indicate hourly workers have seen a 0.2% reduction in REAL WAGES in the last 12 months?,,,4.0,"@tfemaker,@SteveScalise,@USDA,,,,,,,,",neg
1026977529872216064,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026977499450941440,08-07-2018,@WhiteHouse @USDA You're kidding right? Boy Bill Slime (Shine) is working overtime. Or he's too busy turning a blin? https://t.co/UuazyjXH9q,,,0.0,"@WhiteHouse,@USDA,,,,,,,,,",pos
1026977440013398016,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026977354650767360,08-07-2018,RT @chrisgtaylor: @SteveScalise @USDA  https://t.co/B6mpE3sIO0,,,5.0,"@chrisgtaylor,@SteveScalise,@USDA,,,,,,,,",neg
1026977264330661888,08-07-2018,@WhiteHouse @USDA So much winning...just helped box up the last of my neighbor's equipment from his dairy farm.   Y? https://t.co/GzU2bD077S,,,4.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026977225390735361,08-07-2018,"RT @KnowYourObama: @SteveScalise @USDA Uh, no. that would be Obama's economic policies. trump is putting us in reverse https://t.co/9oyQH3n?",,,9.0,"@KnowYourObama,@SteveScalise,@USDA,,,,,,,",neg
1026977121514614785,08-07-2018,@WhiteHouse @USDA Did they stay at Trump International in DC for free?,,,0.0,"@WhiteHouse,@USDA,,,,,,,,,",pos
1026977016824901633,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026976951192313861,08-07-2018,RT @skeila: The n=1 diets for 1 month by @NutritionWonk (#LCHFdiet) @kcklatt (#LCHFVegan) & @AlanLevinovitz (#carnivorediet) need balance!?,"#LCHFdiet,#LCHFVegan,#carnivorediet",,8.0,"@skeila,@NutritionWonk,@kcklatt,@AlanLevinovitz,,,,,",pos
1026976924193751040,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026976862268870656,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026976766076899328,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026976688402456576,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026976629585838080,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026976589958078464,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026976582420783104,08-07-2018,@BobbyAbernathy6 @WhiteHouse @USDA Yeah President Trump forever!!!,,,0.0,"@BobbyAbernathy6,@WhiteHouse,@USDA,,,,,,,,",pos
1026976449784246272,08-07-2018,@WhiteHouse @USDA #Tariffs are killing our farmers and other industries. #magaFail,"#Tariffs,#magaFail",,0.0,"@WhiteHouse,@USDA,,,,,,,,",neg
1026976272830947330,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026976272566636544,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026976208570015750,08-07-2018,"@SteveScalise @USDA Steve, your gaslighting is no longer working on your constituents. You are a disgrace and need to be removed.",,,1.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026976193466261507,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026976172469612546,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026976169311264768,08-07-2018,RT @skeila: The n=1 diets for 1 month by @NutritionWonk (#LCHFdiet) @kcklatt (#LCHFVegan) & @AlanLevinovitz (#carnivorediet) need balance!?,"#LCHFdiet,#LCHFVegan,#carnivorediet",,8.0,"@skeila,@NutritionWonk,@kcklatt,@AlanLevinovitz,,,,,",pos
1026976138541850626,08-07-2018,"@WhiteHouse @USDA How does the market potential of Morocco compare to that of China?,,,,,,,,,,",,,,,pos
1026976063749009408,08-07-2018,RT @skeila: The n=1 diets for 1 month by @NutritionWonk (#LCHFdiet) @kcklatt (#LCHFVegan) & @AlanLevinovitz (#carnivorediet) need balance!?,"#LCHFdiet,#LCHFVegan,#carnivorediet",,8.0,"@skeila,@NutritionWonk,@kcklatt,@AlanLevinovitz,,,,,",pos
1026976056899760129,08-07-2018,RT @WhiteHouse: A win for American agriculture: @USDA announced today that Morocco will allow commercial imports of U.S. poultry for the fi?,,,733.0,"@WhiteHouse,@USDA,,,,,,,,,",neg
1026976052978110466,08-07-2018,"RT @SteveScalise: Our economy is booming. American families are #BetterOffNow. According to the @USDA, millions of people have stopped rely?",#BetterOffNow,,305.0,"@SteveScalise,@USDA,,,,,,,,",neg
1026976042559451138,08-07-2018,"@SteveScalise @USDA You've made all of your rich friends happy. Now they can hide their money overseas, commit tax? https://t.co/cFfvavoIES",,,3.0,"@SteveScalise,@USDA,,,,,,,,",neg
