tweetId,tweetDate,tweetText,hashtagList,location,numberRetweets,userMentions_userName,tweetTextSent,tweetSentiment
1029515443416051712,08-14-2018,@dtcampbe @USDA @ljsrodriguez @UConnNeag Looks awesome. Can?t wait to hear all about it!,,,0.0,"@dtcampbe,@USDA,@ljsrodriguez,@UConnNeag",@dtcampbe @USDA @ljsrodriguez @UConnNeag Looks awesome. Can?t wait to hear all about it!,pos
1029515196572692481,08-14-2018,"RT @USDA_NRCS: An upgraded irrigation system can help you save water, time & money. https://t.co/5fD95pbUQC  #WaterQualityMonth https://t.c?",#WaterQualityMonth,,6.0,@USDA_NRCS," @USDA_NRCS: An upgraded irrigation system can help you save water, time & money. https://t.co/5fD95pbUQC  #WaterQualityMonth https://t.c?",neg
1029514826043801607,08-14-2018,RT @PatriciaHammes2: @SecretarySonny Don't you think its time to do some house cleaning @forestservice . Find people who believe in multipl?,,,7.0,"@PatriciaHammes2,@SecretarySonny,@forestservice", @PatriciaHammes2: @SecretarySonny Don't you think its time to do some house cleaning @forestservice . Find people who believe in multipl?,neg
1029514770909736960,08-14-2018,RT @usdafsa: #Wildfires & #Hurricanes caused devastating losses for many farmers and ranchers in 2017. Get help through the new recovery pr?,"#Wildfires,#Hurricanes",,10.0,@usdafsa, @usdafsa: #Wildfires & #Hurricanes caused devastating losses for many farmers and ranchers in 2017. Get help through the new recovery pr?,neg
1029514640890515457,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029514309355941888,08-14-2018,"RT @FarmersGov: #DYK In Maryland alone, @USDA has helped landowners establish 870+ acres of young forest for the golden-winged warbler & 31?",#DYK,,6.0,"@FarmersGov,@USDA"," @FarmersGov: #DYK In Maryland alone, @USDA has helped landowners establish 870+ acres of young forest for the golden-winged warbler & 31?",neg
1029513537780105217,08-14-2018,The Hazards of Genetically Engineered Foods https://t.co/ucXzZdRSlx via @EHPonline @NCBI @nlm_news @NIH #PubMed - H? https://t.co/IZdD4H2Fwi,#PubMed,,0.0,"@EHPonline,@NCBI,@nlm_news,@NIH",The Hazards of Genetically Engineered Foods https://t.co/ucXzZdRSlx via @EHPonline @NCBI @nlm_news @NIH #PubMed - H? https://t.co/IZdD4H2Fwi,neg
1029513442116493312,08-14-2018,RT @SecretarySonny: Well-attended town hall event in Modesto with @RepJeffDenham. Heard from folks on a variety of topics: state water issu?,,,20.0,"@SecretarySonny,@RepJeffDenham", @SecretarySonny: Well-attended town hall event in Modesto with @RepJeffDenham. Heard from folks on a variety of topics: state water issu?,pos
1029513290832142337,08-14-2018,RT @SecretarySonny: More free-flowing conversations with California producers at Joseph Gallo Farms in Atwater. Able to catch a quick tour?,,,20.0,@SecretarySonny, @SecretarySonny: More free-flowing conversations with California producers at Joseph Gallo Farms in Atwater. Able to catch a quick tour?,pos
1029513212570624000,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029512469662720000,08-14-2018,RT @usdafsa: #Wildfires & #Hurricanes caused devastating losses for many farmers and ranchers in 2017. Get help through the new recovery pr?,"#Wildfires,#Hurricanes",,10.0,@usdafsa, @usdafsa: #Wildfires & #Hurricanes caused devastating losses for many farmers and ranchers in 2017. Get help through the new recovery pr?,neg
1029512170801954816,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029512119514025987,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029511859106271233,08-14-2018,"RT @friskeyp: Rats are for experiments, not kittens! #INHUMANITY ?@HumaneSociety? ?@animalrescuers? ?@USDA? This is CRIMINAL!!! ?@peta?  ht?",#INHUMANITY,,1.0,"@friskeyp,@HumaneSociety,@animalrescuers,@USDA,@peta"," @friskeyp: Rats are for experiments, not kittens! #INHUMANITY ?@HumaneSociety? ?@animalrescuers? ?@USDA? This is CRIMINAL!!! ?@peta?  ht?",neg
1029511021545906176,08-14-2018,RT @CDFA_LegFed: The @USDA issued a Notice of Solicitation of Applications for the 2019 REAP program. More info here: https://t.co/VZRMtNOI?,,,1.0,"@CDFA_LegFed,@USDA", @CDFA_LegFed: The @USDA issued a Notice of Solicitation of Applications for the 2019 REAP program. More info here: https://t.co/VZRMtNOI?,pos
1029510732285730818,08-14-2018,RT @almondalliance: The Almond Alliance and industry representatives met with   @SecretarySonny today to discuss how retaliatory #tariffs a?,#tariffs,,5.0,"@almondalliance,@SecretarySonny", @almondalliance: The Almond Alliance and industry representatives met with   @SecretarySonny today to discuss how retaliatory #tariffs a?,pos
1029510686806892544,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029510650081562625,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029510485987618816,08-14-2018,@MissConnieTran @CBS47 @SecretarySonny There's many many questions asked......but.....never answered.  I'm tired of? https://t.co/Hukof8PJ5h,,,0.0,"@MissConnieTran,@CBS47,@SecretarySonny",@MissConnieTran @CBS47 @SecretarySonny There's many many questions asked......but.....never answered.  I'm tired of? https://t.co/Hukof8PJ5h,neg
1029510189941178368,08-14-2018,"RT @argenbiooficial: ?Las políticas deberían promover la innovación científica, sin crear barreras innecesarias ni estigmatizar a las nueva?",,,3.0,@argenbiooficial," @argenbiooficial: ?Las políticas deberían promover la innovación científica, sin crear barreras innecesarias ni estigmatizar a las nueva?",pos
1029510039067738112,08-14-2018,@RepJeffDenham @SecretarySonny Congressman:  Socialists and environmental wackos have denied farmers in Central Cal? https://t.co/asKKMNsVNS,,,0.0,"@RepJeffDenham,@SecretarySonny",@RepJeffDenham @SecretarySonny Congressman:  Socialists and environmental wackos have denied farmers in Central Cal? https://t.co/asKKMNsVNS,neg
1029509241864900609,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029509223246254081,08-14-2018,The Almond Alliance and industry representatives met with   @SecretarySonny today to discuss how retaliatory? https://t.co/OnoT0EWbGG,,,5.0,@SecretarySonny,The Almond Alliance and industry representatives met with   @SecretarySonny today to discuss how retaliatory? https://t.co/OnoT0EWbGG,pos
1029509160386392065,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029509064345055232,08-14-2018,"@RepJeffDenham @SecretarySonny When is ENOUGH, ENOUGH for all of you in the Trump Administration?Trump lacks dignit? https://t.co/a12M8wRGg5",,,0.0,"@RepJeffDenham,@SecretarySonny","@RepJeffDenham @SecretarySonny When is ENOUGH, ENOUGH for all of you in the Trump Administration?Trump lacks dignit? https://t.co/a12M8wRGg5",pos
1029508988373590016,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029508914935521280,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029508755237625856,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029508672601382913,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029508517508644865,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029508366538862593,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029508365125185536,08-14-2018,RT @VP: .@POTUS and I continue to monitor the California wildfires. @SecretaryZinke and @SecretarySonny are on the ground today. THANK YOU?,,,793.0,"@VP,@POTUS,@SecretaryZinke,@SecretarySonny", @VP: .@POTUS and I continue to monitor the California wildfires. @SecretaryZinke and @SecretarySonny are on the ground today. THANK YOU?,pos
1029508334552924161,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029508321278144512,08-14-2018,RT @agripulse: .@USDA wants to hear about potential locations from ?that would accommodate the construction and/or lease and operation of a?,,,4.0,"@agripulse,@USDA", @agripulse: .@USDA wants to hear about potential locations from ?that would accommodate the construction and/or lease and operation of a?,neg
1029508227539656704,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029508122526797824,08-14-2018,"RT @HoustonISD: #HISD to provide breakfast, lunch and dinner to all students at no charge for 2018-2019 school year, thanks to @USDA?s Food?",#HISD,,282.0,"@HoustonISD,@USDA"," @HoustonISD: #HISD to provide breakfast, lunch and dinner to all students at no charge for 2018-2019 school year, thanks to @USDA?s Food?",pos
1029507993908457473,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029507980130222083,08-14-2018,@SecretarySonny Actually we have decimated the ecosystem by placing profits of corporations over the survival of th? https://t.co/sWu6kXpEM5,,,0.0,@SecretarySonny,@SecretarySonny Actually we have decimated the ecosystem by placing profits of corporations over the survival of th? https://t.co/sWu6kXpEM5,pos
1029507592878346240,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029507576520568834,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029507398418026496,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029507304478126081,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029507298341867521,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029506947215777793,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029506878986956800,08-14-2018,RT @USDA_NRCS: #DYK there are more microbes in a teaspoon of healthy soil than there are people on Earth? https://t.co/pEHIAnQEdR #soilheal?,#DYK,,43.0,@USDA_NRCS, @USDA_NRCS: #DYK there are more microbes in a teaspoon of healthy soil than there are people on Earth? https://t.co/pEHIAnQEdR #soilheal?,neg
1029506873081454592,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029506307152261120,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029505402277310464,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029505390495457282,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029504883836289024,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029504645243301888,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029504644454576128,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029504639052533761,08-14-2018,"RT @USDA: In small towns from Maine to California, access to reliable, high-speed internet is a foundation for rural prosperity. And, yet w?",,,20.0,@USDA," @USDA: In small towns from Maine to California, access to reliable, high-speed internet is a foundation for rural prosperity. And, yet w?",neg
1029504339474305031,08-14-2018,RT @nmpf: The National Milk Producers Federation welcomes the announcement today by @USDA that it will purchase $50 million worth of fluid?,,,16.0,"@nmpf,@USDA", @nmpf: The National Milk Producers Federation welcomes the announcement today by @USDA that it will purchase $50 million worth of fluid?,pos
1029504234587344896,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029503898229374976,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029503896547405824,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029503879141048320,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029503835356753920,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029503793615040513,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029503628191719424,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029503443914895364,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029503424633729024,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029503362390216706,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029503361463332864,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029503327837376513,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029503279615623168,08-14-2018,"@MMoskal2 @SecretaryZinke @SecretarySonny @RepLaMalfa @realDonaldTrump Okay, a cult member. Well, have a nice day then.",,,0.0,"@MMoskal2,@SecretaryZinke,@SecretarySonny,@RepLaMalfa,@realDonaldTrump","@MMoskal2 @SecretaryZinke @SecretarySonny @RepLaMalfa @realDonaldTrump Okay, a cult member. Well, have a nice day then.",pos
1029503252705026054,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
1029503218336837638,08-14-2018,RT @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,,,153.0,"@ASPCA,@USDA", @ASPCA: Tell the @USDA: Abandon proposal that would increase cruelty at pig slaughterhouses. Sign the petition: https://t.co/nuayb3BFfM?,neg
